name,id,revenue
Bokari,1.0,0.0
Bokomotiv Freddy Olsson Filmproduktion,1.0,342519.0
Boku Films,3.0,0.0
Boku Films Pte Limited,1.0,0.0
Bold Films,17.0,263897514.0
Bold Productions,2.0,0.0
Bolex Brothers,1.0,0.0
Boll KG,2.0,2405420.0
Boll Kino Beteiligungs GmbH & Co. KG,11.0,24260989.0
Bollywood Hollywood Production,1.0,0.0
Bomar OOD,5.0,10501938.0
Bombay Berlin Film,1.0,0.0
Bombero International,1.0,0.0
Bombshell Pictures,1.0,199436.0
Bon Voyage Film Studio,1.0,311.0
Bon Voyage Films,1.0,0.0
Bona Entertainment,4.0,0.0
Bona Fide Productions,10.0,355855517.0
Bona Film Group,7.0,31159968.0
Bona International Film Group,7.0,2802459.0
BondIt,5.0,0.0
Bondesen-Graup,1.0,0.0
Bones,3.0,7401480.0
Bones Studio,1.0,0.0
Boneyard Entertainment China,1.0,0.0
Boneyard Film Company Inc.,1.0,0.0
Bonfilm,1.0,0.0
Bonfire,1.0,0.0
Bonne Pioche,2.0,127392239.0
Bonne Pioche Productions,1.0,0.0
Bonneville Entertainment,1.0,0.0
Bonneville Producers Group,2.0,0.0
Bonnie Raskin Productions,3.0,0.0
Bonnie Timmermann Productions,1.0,1237615.0
Bonsai Films,1.0,0.0
Boo Pictures,1.0,0.0
Boo Productions,2.0,110197.0
Boogiefilm,1.0,0.0
Boogui Cinema,1.0,0.0
Bookshop Productions,1.0,363889678.0
Boom Boom Productions,1.0,0.0
Boom Pictures Inc.,1.0,0.0
Boomer Lives! Productions,1.0,0.0
Boondock Films,1.0,0.0
Boot Girl Production,1.0,0.0
Boot Strapped Films,1.0,0.0
Bophana Production,2.0,52164.0
Boram Entertainment Inc.,4.0,15907569.0
Bord Cadre Films,1.0,0.0
Bord Scannan na hEireann / Irish Film Board,5.0,0.0
Borde/Raich,1.0,0.0
Borden & Rosenbush Entertainment,1.0,0.0
BorderLine Films,5.0,3538446.0
Borderline Presents,1.0,0.0
Borderline Productions Corp.,1.0,0.0
Borderline Productions Ltd.,1.0,0.0
Boris Films,2.0,0.0
Borough Films,1.0,0.0
Bos Bros. Film & TV Productions,1.0,0.0
BosBros,3.0,0.0
Boshra Film,1.0,0.0
Bosna Film,5.0,0.0
Boss Media,2.0,201146.0
Bossa Nova Films,2.0,0.0
Bossa Nova Productions,1.0,0.0
Bottom Line Entertainment,2.0,0.0
Bottom of the Ninth Productions,1.0,165335153.0
Boulder Media,1.0,0.0
BoulderLight Pictures,4.0,0.0
Boulston Productions Limited,1.0,0.0
Boulting Brothers,1.0,0.0
Bouncing Betty Productions,1.0,0.0
Boundless Pictures,1.0,0.0
Boundscript Motion Pictures,1.0,0.0
Bountiful Film Partners,1.0,7218340.0
Bourne Again,1.0,442824138.0
"Bousis Film Company, The",1.0,0.0
Bow and Arrow Entertainment,9.0,779820.0
"Bow, Arrow S.L.",1.0,0.0
Bowden Productions Limited,1.0,0.0
Bowery Hills Entertainment,1.0,0.0
Box Film,1.0,0.0
Box Office Spectaculars,2.0,0.0
Box Productions,2.0,0.0
Box TV,1.0,0.0
Boxing Cat Films,4.0,370892636.0
Boxmotion,1.0,0.0
Boxoffice International Pictures (BIP),2.0,0.0
Boy Culture LLC,1.0,220151.0
Boy Wonder Films,1.0,0.0
Boy in the Box,1.0,7306.0
Boy of the Year,2.0,161849455.0
Boya Films,1.0,0.0
Boyana Film,5.0,0.0
Boyd's Company,2.0,0.0
Boyfriend's Dogs Films,1.0,0.0
Boys Next Door Productions Inc.,1.0,0.0
Boyut Film,1.0,0.0
Bozie,1.0,32395.0
Brad Grey Pictures,5.0,662347581.0
Brad Krevoy & Steve Stabler production,1.0,0.0
Brad Krevoy Television,4.0,0.0
Brad Zions Films,1.0,10013424.0
Brady Oil Entertainment,1.0,0.0
Braeburn Entertainment,3.0,334141.0
Brain Farm Digital Cinema,1.0,0.0
Braindogs Entertainment,1.0,0.0
Brainfeeder,1.0,0.0
Brainjaus Producciones,1.0,0.0
Brains Base,2.0,0.0
Brainstorm Media,3.0,0.0
Brainstorm Productions,1.0,0.0
Branbomm,1.0,0.0
Branca Filmes,1.0,0.0
Brand Mason,1.0,0.0
Branded Entertainment/Batfilm Productions,1.0,230884728.0
Brandenberg,1.0,0.0
Brandes Films International,1.0,0.0
Brandman Productions,10.0,0.0
Brandsmith Motion Pictures,1.0,0.0
Brandstorm Entertainment,1.0,0.0
Brandt/Haas Productions,1.0,3696232.0
Brandywine Productions,9.0,1458553115.0
Brandywine Productions Ltd.,1.0,0.0
Brasfilmes,1.0,0.0
Brass Hat Films,2.0,16974459.0
Brat Na Pont Productions,1.0,63215872.0
Braun Entertainment Group,5.0,0.0
Braunsberg Productions,1.0,0.0
Braunstein and Hamady Productions,1.0,0.0
Bravado Pictures,1.0,0.0
Brave New Films,2.0,0.0
Brave River Films,1.0,0.0
Braveart Films,1.0,0.0
Braven Films,1.0,0.0
Braveworld Productions,1.0,38122105.0
Bravo Hotel,1.0,0.0
BraxtanFILM,1.0,0.0
Break Thru Films,3.0,0.0
Breakdown Productions,1.0,0.0
Breakheart Films,1.0,0.0
Breaking Ball Films,1.0,0.0
Breaking Glass Pictures,1.0,0.0
Breakout,1.0,0.0
Breakout Films,1.0,0.0
Breakout Movies,1.0,0.0
Breakout Pictures,1.0,0.0
Breakthrough Entertainment,2.0,0.0
Breakthrough Entertainment Productions,1.0,0.0
Breakthru Films,1.0,0.0
Breakup Productions,1.0,0.0
Breath,1.0,0.0
Breathless Associates,1.0,19910002.0
Bredok Filmproduction,1.0,0.0
Bregman-IAC Productions,1.0,0.0
Bregman/Baer Productions,3.0,36516012.0
Breidablick Film AB,1.0,0.0
Bremedia Produktion,1.0,0.0
Brencam Entertainment,1.0,0.0
BrennFilm,1.0,0.0
Brent Walker Pictures,1.0,0.0
Breton Film Productions,3.0,0.0
Brian Grazer/Scott Rudin Productions,1.0,309492681.0
Briar Rose Productions,1.0,0.0
Briarcliff Films,1.0,0.0
Brick Dust Productions LLC,1.0,91974818.0
Brideshead Films,1.0,13204291.0
Bridge Entertainment Group,2.0,0.0
Bridge Films,1.0,0.0
Bridgegate FIlms,1.0,0.0
Bridget Johnson Films,1.0,27645491.0
Bridgit Folman Film Gang,5.0,12949109.0
Bridle Path Films,1.0,0.0
Brigada,2.0,0.0
Brigadier Pictures,1.0,0.0
Brigand Films,1.0,0.0
Bright Cloud Productions,1.0,0.0
Bright Cold Day Films,1.0,0.0
Bright Eye Pictures,1.0,0.0
Bright Ideas Pictures,1.0,0.0
Bright Pictures,1.0,0.0
Bright-Persky Associates,1.0,0.0
Brighthelm Films,1.0,0.0
Brightlight Pictures,19.0,193797737.0
Brightlight Pictures Inc.,2.0,0.0
Brighton Pictures,1.0,0.0
Brightside Entertainment,1.0,2801508.0
Brightstar Films,3.0,0.0
Brightwater Film Production,1.0,0.0
Brigitte,1.0,0.0
Brillhart / Gonzales Productions,1.0,0.0
Brilliant Screen Studios,1.0,0.0
Brillstein Entertainment Partners,4.0,0.0
Brillstein-Grey Entertainment,5.0,41205099.0
Brink Films,1.0,0.0
Brink Productions,1.0,0.0
Brio Films,2.0,0.0
Brisa Films,1.0,0.0
Bristol Automotive,1.0,233555708.0
Bristol Bay Productions,5.0,244901709.0
Bristol Films,1.0,0.0
British American Entertainment,1.0,0.0
British Army Film Unit,1.0,0.0
British Aviation Pictures,1.0,0.0
British Broadcasting Company,1.0,0.0
British Broadcasting Corporation (BBC),117.0,630028903.0
British Broadcasting Corporation (BBC) Television,1.0,19870567.0
British Columbia Film,5.0,64352607.0
British Columbia Film Commission,2.0,759393.0
British Columbia Television,2.0,2683519.0
British Empire Films Australia,2.0,0.0
British Film Company,4.0,37915971.0
British Film Council,1.0,82719885.0
British Film Finance,1.0,0.0
British Film Institute,2.0,5534952.0
British Film Institute (BFI),43.0,62822648.0
British Film Institute Production Board,1.0,0.0
British Film-Makers,4.0,0.0
British Instructional Films (BIF),2.0,0.0
British International Pictures (BIP),12.0,0.0
British Lion Film Corporation,18.0,596349.0
British Lion Films,3.0,0.0
British Lion-Columbia Distributors,1.0,0.0
British National Films,6.0,0.0
British Satellite Broadcasting (BSB),1.0,0.0
British Screen,3.0,0.0
British Screen Finance Ltd,2.0,7770731.0
British Screen Productions,33.0,81426030.0
British Service Units,1.0,0.0
British Sky Broadcasting (BSkyB),3.0,0.0
Britpack Film Company,1.0,0.0
Britt Allcroft Productions,1.0,0.0
Broad Appeal Productions,1.0,0.0
Broad Green Pictures,9.0,26305793.0
Broad Street Pictures,1.0,1605463.0
Broadbank Investments,1.0,0.0
Broadcast AV,1.0,0.0
Broadcasting Authority of Ireland,1.0,0.0
Broadmedia Studios,1.0,0.0
Broadview Pictures,1.0,0.0
Broadvision Entertainment,1.0,0.0
Broadway Pictures,1.0,0.0
Broadway Theatre Archive,1.0,0.0
Broadway Video,9.0,197031212.0
Brocken Spectre Jockey Mutch,1.0,0.0
Broken Chair Flickz,1.0,201634991.0
Broken Compass Films,1.0,0.0
Broken Films,3.0,0.0
Broken Lizard Industries,5.0,42673986.0
Broken Road Productions,7.0,859440262.0
Broken Sky Films,1.0,0.0
Bron Capital Partners,2.0,0.0
Bron Creative,2.0,64414761.0
Bron Studios,13.0,17662022.0
Bronson Avenue,1.0,0.0
Bronson Club,3.0,0.0
Bronson Club Oy,1.0,0.0
Bronze Age Films,1.0,0.0
Brood Syndicate,1.0,30471.0
Brookdale Productions,1.0,0.0
Brooklyn Films,1.0,0.0
Brooklyn Films II,1.0,57958696.0
Brooklyn Underground Films,1.0,0.0
Brooks Ltd.,1.0,0.0
Brooks Media,1.0,0.0
Brooksfilms,13.0,212565338.0
Brooksfilms Ltd.,1.0,38119483.0
Brookstreet Pictures,4.0,0.0
Brookwell-McNamara Entertainment,8.0,61956504.0
Brookwood Entertainment,1.0,0.0
Broomstick Entertainment,1.0,100477.0
Brosier,1.0,0.0
Broth Film,1.0,0.0
Brotherhood Company,1.0,0.0
Brothers Dowdle Productions,2.0,94518872.0
Brothers K Productions,1.0,70918.0
Brouwersgracht Investments,2.0,0.0
Brown & Stretic,1.0,0.0
Brown Sauce Film Productions,1.0,4856298.0
BrownBag Productions (II),1.0,0.0
BrownHouse Productions,4.0,165335153.0
Brownstone Productions,4.0,402856620.0
Bruce Brown Films,2.0,0.0
Bruce Cohen Productions,1.0,6174491.0
Bruce Cohn Productions,1.0,0.0
Bruce Lansbury Productions,1.0,0.0
Brucks Entertainment,1.0,14860766.0
Bruin Grip Services,5.0,0.0
Brummer & Herzog Filmproduktion,1.0,0.0
Brushwork Pictures,1.0,32788.0
Brut Productions,4.0,0.0
Bruton Film Productions,1.0,0.0
Brux International Pictures,1.0,0.0
Bruxelles Capitale,4.0,4100000.0
Bryan Foy Productions,3.0,23800000.0
Bryanston Distributing,1.0,0.0
Bryna Productions,9.0,65656087.0
Brynaprod S.A.,2.0,0.0
Bseenmedia,1.0,0.0
Bubby Productions,1.0,0.0
Buc-Film,1.0,0.0
Buckaroo Entertainment,4.0,242611351.0
Buckeye Films,1.0,0.0
Buckeye Pictures,1.0,443684.0
Buckman,1.0,0.0
Bud Yorkin Productions,2.0,0.0
Budapest Film,1.0,0.0
Budapest Filmstúdió,2.0,0.0
Budderfly Productions,1.0,0.0
Budding Grove,1.0,4.0
Buena Onda,1.0,0.0
Buena Onda Films,1.0,0.0
Buena Vista,5.0,350233757.0
Buena Vista Distribution Company,2.0,2135577.0
Buena Vista Film Distribution Company,1.0,0.0
Buena Vista Home Entertainment,4.0,380281282.0
Buena Vista International,3.0,41323171.0
Buena Vista International (Sweden) AB,1.0,0.0
Buena Vista International Film Production France,1.0,127392239.0
Buena Vista Pictures,2.0,0.0
Buenaventura,1.0,0.0
Buenaventura Producciones,1.0,0.0
Bueprint Pictures,2.0,37311672.0
Buffalo 8 Productions,2.0,0.0
Buffalo Films,1.0,1320005.0
Buffalo Gal Pictures,10.0,544656.0
Buffalo Picture House,1.0,0.0
Buffalo Producciones,1.0,1320005.0
Bugeater Films,1.0,0.0
Bugsy Malone Productions,1.0,0.0
Bulbul Films,5.0,0.0
Bulgarian National Film Center,3.0,0.0
Bulgarian National Television,1.0,0.0
Bull Market Entertainment,1.0,0.0
Bull's Eye Entertainment,2.0,185325078.0
Bulldog,1.0,0.0
Bulldozerfilms,1.0,0.0
Bullet Films,5.0,0.0
Bullet Pictures,2.0,427418.0
Bulletproof Cupid,2.0,773328629.0
Bulletproof Films,1.0,0.0
Bulletproof Productions,1.0,807947.0
Bullitt Film,1.0,0.0
Bullwinkle Studios,1.0,272912430.0
Bulut Film,1.0,0.0
Bunbury Films,1.0,0.0
Bundesministerium des Inneren (BMI),1.0,0.0
Bungakuza,2.0,0.0
Bungalow 78 Productions,1.0,202292902.0
Bungalow Productions,1.0,39438674.0
Bungalow Town Productions,1.0,0.0
Bungei,1.0,0.0
Bungei Production Ninjin Club,1.0,0.0
Bunk 11 Pictures,1.0,0.0
Bunker Features,1.0,0.0
Bunkhouse Films,1.0,0.0
Bunya Productions,1.0,0.0
"Bureau, The",2.0,0.0
Burg/Koules Productions,3.0,102244770.0
Burgundy Films,1.0,66456.0
Buriti Filmes,1.0,0.0
Burke/Samples/Foster Productions,1.0,57223890.0
Burkina Faso Ministry of Life and Culture,1.0,0.0
Burn Hand Film Productions,1.0,0.0
Burn Later Productions,4.0,556656.0
Burnat Films,1.0,0.0
Burning Blue,1.0,0.0
Burning Blue The Film L.P.,1.0,0.0
Burning Bright Productions,1.0,0.0
Burning Myth Productions,1.0,0.0
Burning Ships Productions,1.0,0.0
Burning Sky Films,2.0,0.0
Burns Family Studios,1.0,1236094.0
Burns Film Ltd.,1.0,0.0
Burnside Distribution Company,1.0,0.0
Burnside Entertainment,3.0,0.0
Burro Productions,1.0,0.0
Burroughs Productions Inc.,1.0,0.0
Burrowes Film Group,2.0,0.0
Burrundi Productions,1.0,671.0
Burskin Film,1.0,0.0
Bus Films,1.0,0.0
Busboy Productions,3.0,0.0
Busca Vida Filmes,1.0,0.0
Bushwick Factory,1.0,0.0
Bushwood Pictures,1.0,84565230.0
Business Location Sudtirol Alto Adige,2.0,19255873.0
Busted Shark Productions,3.0,551760.0
Busted Tranny,1.0,0.0
Buster Keaton Productions,11.0,0.0
Buster Productions,1.0,0.0
Busterburger Limited Partnership,1.0,0.0
Busy Bee Productions,1.0,447741.0
Butcher's Run Films,3.0,39462438.0
Butcher's Run Productions,1.0,0.0
Butimar Productions,1.0,0.0
Buton Film,1.0,0.0
Buttercup Films Ltd.,1.0,30857814.0
Butterfly Productions,2.0,0.0
Butterfly Valley N.Y.,1.0,0.0
Buy Here Pay Here Entertainment,1.0,0.0
Buzz Kill,1.0,0.0
Buzz Studios,1.0,0.0
Bwark Productions,1.0,0.0
Byron A. Martin Productions,2.0,0.0
Byronic Pose Productions,1.0,0.0
Bystander Films,1.0,0.0
Bystorm Films,1.0,0.0
Byzantine Productions,1.0,0.0
Bärbel Mauch Film,1.0,0.0
Bärenfilm,1.0,0.0
Béla Jarzyk Production,2.0,43000000.0
Bésame Mucho Pictures,1.0,33616692.0
Bórd Scannán na hÉireann,15.0,49776488.0
Böcek Film,1.0,0.0
Böcek Yapım,2.0,0.0
C & C Brown Production,2.0,21134374.0
C & L,1.0,457640427.0
C Joy Productions,1.0,0.0
C Plus Pictures,1.0,0.0
C&P Productions,2.0,1227324.0
C-2 Pictures,3.0,473629478.0
C-FILMS AG,1.0,0.0
C-Films AG,5.0,47748.0
C-Hundred Film Corporation,2.0,0.0
C. Scott Films,1.0,0.0
C.A.P.A.C.,4.0,0.0
C.B. DeMille Productions,1.0,0.0
C.B. Films S.A.,5.0,0.0
C.E.C. Films,1.0,0.0
C.E.O. Films,1.0,94633.0
C.E.R.,1.0,0.0
C.G. Cinema,2.0,1916977.0
C.G. Silver Film,4.0,0.0
C.G.K. Productions,1.0,0.0
C.H.U.D. Productions,1.0,3412497.0
C.I.C.,1.0,0.0
C.I.D.C. Altamira Fil Altamira Films,1.0,0.0
C.N.M. Entertainment Ltd.,1.0,0.0
C.O. Films,1.0,1037335.0
C.O.F.C.I.,1.0,0.0
C.O.R.E. Feature Animation,1.0,37384046.0
C.P.C.,1.0,0.0
C.R.C.,1.0,0.0
C.R.G. International,3.0,12.0
C.R.I.M. Produções,1.0,0.0
C.R.R.A.V,2.0,0.0
C.R.R.A.V. Nord Pas de Calais,11.0,27597480.0
C.V. Whitney Pictures,3.0,0.0
C2M Productions,1.0,7900000.0
C5,1.0,137460.0
CAAMA Productions,1.0,0.0
CAB Productions,2.0,1851517.0
CALT Productions,2.0,0.0
CALUV Films,1.0,0.0
CAMERON MACKINTOSH,2.0,441809770.0
CAOH Enterprises,1.0,0.0
CAPAC,4.0,0.0
CARAVAN CINEMA LTD,1.0,0.0
CARTEL S.A.,1.0,0.0
CAT Films,1.0,60000000.0
CB Films,8.0,0.0
CB Films North,1.0,0.0
CB Productions,1.0,0.0
CBK,1.0,0.0
CBS Entertainment Productions,11.0,10297601.0
CBS Films,21.0,616153743.0
CBS Fox Video,1.0,0.0
CBS Productions,3.0,0.0
CBS Television,1.0,0.0
CBS Television Studios,2.0,0.0
CBS Theatrical Films,2.0,0.0
CC Capital Arts Entertainment SRL,4.0,0.0
CC Medien Filmproduktion,1.0,0.0
CCC Filmkunst GmbH,5.0,0.0
CCC-Filmkunst,1.0,0.0
CCCP,2.0,0.0
CCFBR Produções,2.0,0.0
CCFC,1.0,0.0
CCLA Productions,1.0,11341016.0
CCRE,1.0,0.0
CCTV,1.0,0.0
CD Films,1.0,0.0
CDI,1.0,0.0
CED Productions,3.0,1942423.0
CEI Incom,4.0,0.0
CEPA Audiovisual,2.0,0.0
CFCF-TV,1.0,0.0
CFCN Communications,1.0,2683519.0
CFI Investments,1.0,0.0
CFQ Films,1.0,0.0
CFS Avala Film,1.0,0.0
CFWB,1.0,0.0
CG Cinéma,5.0,1837577.0
CG Productions,1.0,0.0
CGIC,1.0,0.0
CGV Arthouse,1.0,0.0
CHANCE iN,1.0,0.0
CINEFACTO,1.0,0.0
CINEMA 6K,1.0,0.0
CIP Filmproduktion GmbH,4.0,8894289.0
CIPI Cinematografica S.A,1.0,39598448.0
CIPI Cinematografica S.A.,2.0,0.0
CITA Films,1.0,0.0
CITY-TV,3.0,0.0
CJ Capital Investment,2.0,112292951.0
CJ Entertainment,76.0,496981067.0
CJ Venture Investment,1.0,0.0
CJ 엔터테인먼트,1.0,0.0
CKRush Entertainment,1.0,0.0
CL Productions,2.0,0.0
CLC,1.0,0.0
CLOTH CAT ANIMATIONS,1.0,0.0
CLT,1.0,258464.0
CLT-UFA International,1.0,0.0
CLV-Filmproduktions,1.0,0.0
CMC Entertainment,1.0,0.0
CMC Pictures,1.0,0.0
CMC Producciones,1.0,0.0
CMC Xiandai Trade Co.,1.0,0.0
CML Films,1.0,0.0
CMN Investment,1.0,0.0
CMO Producciones,1.0,0.0
CMP Entertainment,1.0,75026965.0
CMT Films,1.0,666045.0
CMW Films,4.0,0.0
CMYLMZ Fikirsanat,2.0,0.0
CN Film,2.0,6500000.0
CN3 Productions,1.0,0.0
CN4 Productions,1.0,921974.0
CN5 Productions,1.0,0.0
CNAP/Image-Mouvement,1.0,0.0
CNC,11.0,4610319.0
CNC - Nouvelles Technologies en Production,1.0,0.0
CNC Aide aux cinémas du monde - Institut Français,1.0,0.0
CNCAIMC,1.0,0.0
CNGM Pictures,1.0,0.0
CNN Films,4.0,494506.0
COF,1.0,0.0
COMECI,1.0,0.0
COUNTERFORCE FILM PRODUCTIONS INC,1.0,0.0
CP Medien AG,4.0,3646994.0
CPH Film Fund,1.0,0.0
CPH: DOX,1.0,0.0
CQ3 Films,1.0,0.0
CR Enterprises,4.0,0.0
CRC Digital Entertainment,1.0,0.0
CRM-114,1.0,0.0
CRML Productions,1.0,0.0
CS2 Films,1.0,0.0
CST Telecommunications,3.0,0.0
CTB Film Company,19.0,4900000.0
CTM Films,1.0,0.0
CTM LEV Pictures,2.0,0.0
CTR,1.0,0.0
CTV International,2.0,1531251.0
CTV Television Network,2.0,0.0
CTV-Media Studio Corporation,1.0,0.0
CVD Studios,1.0,0.0
Cab Producciones,1.0,0.0
Cabal Film,1.0,0.0
Caballo Films,1.0,0.0
Cabezahueca,1.0,299261.0
"Cabin Co., Ltd.",1.0,0.0
Cabin Creek Films,2.0,425788.0
Cabin Fever Entertainment,4.0,0.0
Cabin Fever Films,1.0,0.0
Cabin Pictures,1.0,30553394.0
Cable Stuff Productions,8.0,0.0
Cable and Wireless Finance,1.0,0.0
Cabloom!,1.0,0.0
Caboose Productions,1.0,0.0
Cactus Films,1.0,0.0
Cactus Flower Producciones,2.0,0.0
Cactus Three,2.0,0.0
Cadillac Hash,1.0,0.0
Cadrage,1.0,2080046.0
Cadre Films,1.0,0.0
Cady,1.0,0.0
Cady Films,1.0,0.0
Cady-Film,1.0,0.0
Cafe Oscuro Films,1.0,0.0
Cafe Productions,1.0,0.0
Cafe Sisters Productions,1.0,0.0
Café Film,2.0,0.0
CaglarArts Entertainment,1.0,0.0
Cagney-Montgomery Productions,1.0,0.0
Caidin Film Co.,1.0,0.0
Cairo Films,1.0,0.0
Cake Productions Inc.,1.0,0.0
Cal Cine,1.0,0.0
Cal-Am Productions,1.0,0.0
Calach Films,1.0,0.0
Calamity Films,1.0,7523634.0
Calash Corporation,1.0,23717291.0
Calder Road Film,1.0,0.0
Caldix,1.0,21821347.0
Caledonia Pictures,1.0,0.0
Calendar Productions,1.0,0.0
Caliban Films,1.0,0.0
Caliber Media Company,11.0,1469.0
Califilm,1.0,0.0
California Film,2.0,0.0
California Pictures,2.0,0.0
California Theater of the Performing Arts,1.0,0.0
Caligari Film- und Fernsehproduktions,1.0,0.0
Calimari Productions,1.0,11203026.0
Calipo Picture Company,1.0,0.0
Call of the Wild Productions,1.0,270210.0
Callahan Filmworks,2.0,421006021.0
Calle Cruzada,2.0,211643158.0
Callender Company,1.0,0.0
Callisto Entertainment,1.0,0.0
Calypso Filmproduktion,1.0,0.0
Camaleo,1.0,0.0
Camarote Films,1.0,0.0
Camberwell / Fly Films,1.0,1126525.0
Cambria Productions,1.0,0.0
Cambridge Productions,2.0,20659423.0
Camden Productions Inc.,1.0,0.0
Camellia Entertainment,2.0,149080.0
Camellia Productions,1.0,0.0
Camelot Entertainment Group,1.0,0.0
Camelot Pictures,5.0,145254986.0
Camelot Productions,1.0,205405498.0
Cameo FJ Entertainment,1.0,0.0
Cameo Film- und Fernsehproduktion,1.0,0.0
Camera,3.0,0.0
Camera 2 Productions,1.0,0.0
Camera 40 Productions,4.0,0.0
Camera Magica,1.0,0.0
Camera Noire,1.0,0.0
Camerimage Festival,1.0,849055.0
Cameroons Development,1.0,0.0
Camfam Studios,1.0,0.0
Camisa Listrada,1.0,0.0
Camp / Thompson Pictures,1.0,36133014.0
Camp Films,1.0,0.0
Camp Grey,1.0,6341684.0
Camp Hill,1.0,0.0
Camp Kellner Media,1.0,0.0
Camp Video,1.0,0.0
Campania Film Commission,1.0,65584679.0
Campanile Productions,1.0,102308889.0
Campbell Grobman Films,5.0,14708696.0
Campfire,5.0,28281.0
Campfire LLC,2.0,0.0
Caméra One,6.0,2616503.0
Can I Watch,1.0,0.0
CanWest Global Communications,2.0,0.0
CanWest Global Communications Corporationt,1.0,206128.0
CanWest Global Television Network,1.0,0.0
CanWest MediaWorks,1.0,0.0
Canada Council Media Arts,1.0,0.0
Canada Council for the Arts,1.0,0.0
Canada Limited,1.0,0.0
Canada Permanent Trust Company,1.0,0.0
Canada Television and Cable Production Fund License Program (CTCPF),1.0,0.0
Canadian Broadcasting Corporation (CBC),10.0,0.0
Canadian Film Centre (CFC),4.0,0.0
Canadian Film Development Corporation (CFDC),25.0,26955554.0
Canadian Film or Video Production Tax Credit (CPTC),31.0,384783269.0
Canadian Heritage,1.0,5576725.0
Canadian Television (CTV),3.0,0.0
Canadian Television Fund,3.0,2856712.0
Canafox Films,2.0,110.0
Canal (II),1.0,0.0
Canal + Belgique,1.0,0.0
Canal Brasil,3.0,0.0
Canal Cat Films,1.0,0.0
Canal Horizons,3.0,0.0
Canal Plus,37.0,876308645.0
Canal Plus Group,2.0,205405498.0
Canal Street Communications,1.0,0.0
Canal Street Films,1.0,0.0
Canal Sur Televisión,4.0,0.0
Canal+,439.0,6214887317.0
Canal+ Droits Audiovisuels,4.0,125822116.0
Canal+ Espana,4.0,1705030.0
Canal+ España,53.0,563105311.0
Canal+ France,3.0,0.0
Canal+ Horizons,1.0,28.0
Canal+ Polska,7.0,15298355.0
Canal+ Polska (koprodukcja),2.0,0.0
Canal+ Television AB,2.0,674918.0
Canal+France,2.0,0.0
Canal+Polska,14.0,120984043.0
Canana Films,13.0,2341226.0
Canart Films,1.0,0.0
Canary Films,1.0,0.0
Candescent Films,1.0,0.0
Candlelight Pictures,1.0,0.0
Candleridge Entertainment,1.0,0.0
Candlewood Entertainment,2.0,0.0
Candy Heart Productions,1.0,0.0
Cane Toad Productions,1.0,0.0
Cane/Gabay Productions,1.0,0.0
Caneo Films,1.0,2415472.0
Canfield Pictures,1.0,0.0
Cangary,1.0,0.0
Cangrejo Films,1.0,0.0
Canlaws Productions,1.0,347234916.0
Canned Pictures Inc,1.0,1910.0
Cannell Studios,1.0,188441614.0
Cannes Film Festival,2.0,0.0
Cannibal Films Ltd.,1.0,0.0
Cannon Entertainment,1.0,6908797.0
Cannon Films,22.0,114153505.0
Cannon Group,41.0,223501939.0
Cannon International,4.0,0.0
Cannon Italia Srl,2.0,10676194.0
Cannon Pictures,5.0,9538951.0
Cannon Productions,3.0,238227.0
Cannon Screen Entertainment,2.0,0.0
Cannon and Morley Productions,1.0,0.0
Cannonball Productions,1.0,0.0
Canon Productions,1.0,589244.0
Canonigo Films,3.0,0.0
Canosa Productions,1.0,0.0
Canterbury Productions,1.0,0.0
Cantharus Productions,1.0,75850624.0
Cantinflas Films,1.0,0.0
Cantuckee Pictures,1.0,0.0
Canvas Pictures,1.0,0.0
Caos Produções Cinematográficas,1.0,0.0
Capacity Pictures,4.0,48418160.0
Capcom,5.0,99423521.0
Capcom Company,3.0,0.0
Cape Of Good Films,2.0,32000000.0
Capelight Pictures,2.0,0.0
Capella,1.0,1193062.0
Capella Films,1.0,27484464.0
Capella International,5.0,113390217.0
Capglobe,1.0,0.0
Capi-Holland,1.0,0.0
Capital,1.0,0.0
Capital Arts Entertainment,15.0,5800000.0
Capital Cinéma,1.0,0.0
Capital Cities/ABC Video Enterprises Inc.,1.0,0.0
Capital Equipment Leasing,2.0,3661757.0
Capital Film,1.0,0.0
Capital Film s.p.a.,1.0,0.0
Capital Films,5.0,36782781.0
Capital Markets Film Finance,1.0,0.0
Capital Productions,2.0,0.0
Capitan Arana,1.0,0.0
Capitol Cinema,1.0,0.0
Capitol Films,23.0,96688910.0
Capitole Films,5.0,0.0
Capitolina Produzioni Cinematografiche,3.0,0.0
Capitolium,1.0,0.0
Cappa Defina Productions,2.0,23737523.0
Cappa Productions,7.0,284300000.0
Cappricielli,1.0,0.0
Capri Films,1.0,0.0
Capri Productions,1.0,0.0
Capri Produções,1.0,0.0
Capricci Films,5.0,17355.0
Capricorn,1.0,0.0
Capricorn Pictures,1.0,0.0
Caprino Filmcenter a/s,1.0,0.0
Capstone Entertainment Group,1.0,0.0
Captain Kidd Productions Inc.,1.0,0.0
Captain Movies,2.0,0.0
Captivate Entertainment,2.0,692057852.0
Captivity Productions,1.0,2626800.0
Capture Film Internatrional,2.0,16136.0
Capture The Flag Films,3.0,0.0
Car Ride Home Productions,1.0,0.0
Carac Films,1.0,0.0
Caracol,1.0,19337.0
Caracol Televisión,1.0,1320005.0
Caradecão Filmes,1.0,0.0
