id_x,name,id_pelicula
47565,Black Rhino Productions,77079
441,Columbia Pictures Corporation,12600
2,Walt Disney Pictures,565
175,Caravan Pictures,21925
20477,DiC Entertainment,10285
53,Les Films du Carrosse,11009
10897,Sédif Productions,10805
10932,The Criterion Collection,225
1445,Golan-Globus,17205
306,Twentieth Century Fox Film Corporation,15900
2767,Mace Neufeld Productions,12237
306,Twentieth Century Fox Film Corporation,15901
4,Paramount Pictures,15902
4,Paramount Pictures,15904
6194,Warner Bros.,97251
6194,Warner Bros.,22435
23,Imagine Entertainment,2264
33,Universal Pictures,39874
23,Imagine Entertainment,31646
33,Universal Pictures,9012
8411,Metro-Goldwyn-Mayer (MGM),12208
10757,Christmas Tree Films,9021
559,TriStar Pictures,10167
12968,Baumgarten-Prophet Entertainment,672
347,Centropolis Entertainment,29229
559,TriStar Pictures,12716
694,StudioCanal,12717
959,IndieProd Company Productions,13888
14723,Carolco Pictures,9538
559,TriStar Pictures,27997
559,TriStar Pictures,36669
14723,Carolco Pictures,10426
14159,Seven Arts Pictures,20992
14723,Carolco Pictures,6007
6762,Decla-Bioscop AG,25239
44382,Decla-Film-Gesellschaft Holz & Co.,14433
2188,Artisan Entertainment,9932
5,Columbia Pictures,22257
7401,Delphi IV Productions,35343
7402,Vistar Films,171
4535,Vista Organization,11564
2521,Golden Harvest Company,20787
168,Jadran Film,201
2521,Golden Harvest Company,121
3054,Golden Way Films Ltd.,11317
494,AVCO Embassy Pictures,4032
22540,New Breed Productions,31804
33,Universal Pictures,16225
16838,Oak,23626
33,Universal Pictures,9358
13433,Seasonal Film Corporation,15802
8411,Metro-Goldwyn-Mayer (MGM),11915
14159,Seven Arts Pictures,29224
79298,MKH,2262
60,United Artists,24830
7576,Eon Productions,9699
10761,Danjaq,23943
60,United Artists,6038
7576,Eon Productions,14873
10761,Danjaq,12139
60,United Artists,24883
7576,Eon Productions,17264
441,Columbia Pictures Corporation,10929
60,United Artists,15347
5755,Constantin Film Produktion,2671
10481,Jolly Film,9669
19498,Ocean Films,42695
306,Twentieth Century Fox Film Corporation,18992
477,Hughes Entertainment,29912
4897,Code Productions,7294
769,Destination Films,2662
33,Universal Pictures,36658
4319,40 Acres & A Mule Filmworks,10708
364,The Rank Organisation,17464
1802,Lowndes Productions Limited,15259
14376,Steven S.A.,42792
2403,Monterey Films,604
13723,Bruce Brown Films,1555
41,Orion Pictures,33875
41,Orion Pictures,310
60,United Artists,12
7576,Eon Productions,9902
7576,Eon Productions,584
60,United Artists,5921
7576,Eon Productions,14676
10761,Danjaq,10152
7576,Eon Productions,20694
8411,Metro-Goldwyn-Mayer (MGM),35669
1786,Dark Castle Entertainment,170
6194,Warner Bros.,9471
4065,Wild Street Pictures,10327
6194,Warner Bros.,296
14179,Creepshow Films Inc.,22
14180,Laurel Entertainment Inc.,8961
1950,New World Pictures,9486
14180,Laurel Entertainment Inc.,24259
1212,Empire Pictures,1996
1950,New World Pictures,12279
6194,Warner Bros.,21882
4952,Canadian Film Development Corporation (CFDC),24993
36555,Famous Players,4984
559,TriStar Pictures,8273
6262,Space Productions,9257
6270,Cinépix,33954
37255,Dalco,6466
3034,TV Tokyo,10923
3035,4 Kids Entertainment,9362
5261,Shogakukan Production,936
7967,Media Factory,12268
12288,Nintendo,7504
12307,Creatures,513
13070,Tomy,11351
66289,Oriental Light and Magic (OLM),2722
76467,GAME FREAK,11547
76468,Pikachu Project '98,1428
76469,JR Kikaku,10617
919,Beacon Communications,10618
10157,Beacon Pictures,10619
20778,First Film Company,8408
81128,Dirty Hands Productions,277
12,New Line Cinema,17614
12,New Line Cinema,18113
17067,CineTel Pictures,11475
17068,MG Entertainment,11806
7576,Eon Productions,10438
8411,Metro-Goldwyn-Mayer (MGM),9871
3,Pixar Animation Studios,33258
4,Paramount Pictures,11059
2608,Happy Madison Productions,24
6370,Quinta Communications,9373
9195,Touchstone Pictures,4256
441,Columbia Pictures Corporation,10009
15266,BBS Productions,10389
441,Columbia Pictures Corporation,3117
5040,Morningside Productions,897
441,Columbia Pictures Corporation,224
5555,Global Medien KG,27117
58331,Franklin/Waterman Productions,50553
2,Walt Disney Pictures,44383
12,New Line Cinema,605
429,DC Comics,11846
6194,Warner Bros.,10147
9195,Touchstone Pictures,9556
9195,Touchstone Pictures,9065
4,Paramount Pictures,38939
4,Paramount Pictures,860
4,Paramount Pictures,8010
2767,Mace Neufeld Productions,951
5,Columbia Pictures,3176
8411,Metro-Goldwyn-Mayer (MGM),11824
10201,Interscope Communications,1594
85,Konrad Pictures,11811
1600,Craven-Maddalena Films,9063
7405,Dimension Films,255
5,Columbia Pictures,10028
1403,Franchise Pictures,122
11342,Brood Syndicate,11007
20088,B.D.S. Productions Inc.,11429
16124,Columbia British Productions,5205
10201,Interscope Communications,21779
1403,Franchise Pictures,1954
6194,Warner Bros.,14114
10210,Morgan Creek Productions,21301
51772,Nine Yards Productions,44539
53013,Rational Packaging Company,18841
53014,Lansdown Films,30566
1584,ITC Entertainment,42466
4784,Terra-Filmkunst,44674
8263,EMI Films,9838
12782,Rapid Film,10677
1,Lucasfilm,17047
33,Universal Pictures,11024
536,The Coppola Company,553
1155,Incorporated Television Company,1487
24931,Henson Associates (HA),11137
559,TriStar Pictures,11358
6254,"Jim Henson Company, The",2122
7585,Delphi II Productions,923
12,New Line Cinema,34082
3169,Zide-Perry Productions,393
48772,Hard Eight Pictures,10625
4,Paramount Pictures,7131
4110,Cannon Films,22137
1444,Cannon Group,10035
1444,Cannon Group,20561
13282,21st Century Film Corporation,667
21335,Death Wish 5 Productions,700
12,New Line Cinema,36670
2521,Golden Harvest Company,10940
12,New Line Cinema,9356
2521,Golden Harvest Company,16113
12,New Line Cinema,25508
969,Golden Harvest Pictures,12310
53677,Clearwater Holdings Limited,39907
4110,Cannon Films,9545
6194,Warner Bros.,10916
19464,Lancaster Gate,10921
19465,John Davis,10941
306,Twentieth Century Fox Film Corporation,14589
22820,Rossen Films,14594
33,Universal Pictures,14590
333,Original Film,14588
506,Newmarket Capital Group,14595
11482,Cranium Films,1583
4,Paramount Pictures,17653
441,Columbia Pictures Corporation,11069
41,Orion Pictures,10829
81142,Bachelor Party Productions,31952
81143,Aspect Ratio Film,54396
81144,Twin Continental,40810
306,Twentieth Century Fox Film Corporation,40812
840,Lawrence Gordon Productions,3075
1302,Davis Entertainment,43096
1885,Silver Pictures,11506
5263,Amercent Films,29455
5264,American Entertainment Partners L.P.,11602
35,Lions Gate Films,42632
6455,Edward R. Pressman Film,10775
15231,Muse Productions,15618
5996,BBC,13282
7151,Assassin Films,26268
9349,Film4,250
41,Orion Pictures,19086
6194,Warner Bros.,15824
4030,Jeff Most Productions,11315
6455,Edward R. Pressman Film,5165
65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG,19128
33,Universal Pictures,33560
56,Amblin Entertainment,15371
76,Zentropa Entertainments,27601
639,DR TV,17346
6086,New Horizon Picture Corp.,809
20235,New Horizons Picture,673
12,New Line Cinema,2789
3772,Heron Communications,8920
68948,Third Elm Street Venture,11546
68949,Mega Entertainment,17481
11757,Produzioni Intersound,27118
5940,Avala Film,9372
18908,Central Cinema Company Film (CCC),44695
5,Columbia Pictures,31217
1951,Aspen Film Society,38582
6194,Warner Bros.,9542
6,RKO Radio Pictures,24236
3166,Walt Disney Productions,10606
27,DreamWorks SKG,6081
2364,The Montecito Picture Company,2330
4,Paramount Pictures,2334
44,Cruise/Wagner Productions,2202
51199,Munich Film Partners & Company (MFP) MI2 Productions,558
158,Spyglass Entertainment,80
961,Roger Birnbaum Productions,8699
9195,Touchstone Pictures,11247
60,United Artists,36627
7576,Eon Productions,2502
10761,Danjaq,12625
60,United Artists,43417
7576,Eon Productions,20408
10761,Danjaq,18706
60,United Artists,34327
7576,Eon Productions,20417
60,United Artists,35780
7576,Eon Productions,25361
10761,Danjaq,25536
306,Twentieth Century Fox Film Corporation,11282
508,Regency Enterprises,11130
13723,Bruce Brown Films,395
5,Columbia Pictures,10762
18705,Highroad Productions,11026
1314,Hammer Film Productions,36912
1314,Hammer Film Productions,44415
1212,Empire Pictures,11237
4867,Full Moon Entertainment,13559
4867,Full Moon Entertainment,24924
4867,Full Moon Entertainment,17994
4867,Full Moon Entertainment,1577
4867,Full Moon Entertainment,26230
4867,Full Moon Entertainment,27816
1369,Full Moon Pictures,27815
50505,Embark Production,29445
64233,Spheeris Films Inc.,28153
5755,Constantin Film Produktion,1970
7508,Produzioni Europee Associati (PEA),176
6194,Warner Bros.,9806
2124,Melvin Simon Productions,11249
10313,Astral Bellevue Pathé,9801
306,Twentieth Century Fox Film Corporation,2059
4281,Simon Reeves Landsburg Productions,11836
396,SLM Production Group,163
2124,Melvin Simon Productions,36648
10313,Astral Bellevue Pathé,33740
3052,Troma Entertainment,74719
3052,Troma Entertainment,77448
3052,Troma Entertainment,28421
3052,Troma Entertainment,27503
306,Twentieth Century Fox Film Corporation,43149
840,Lawrence Gordon Productions,27970
1302,Davis Entertainment,23101
1885,Silver Pictures,23336
306,Twentieth Century Fox Film Corporation,28436
21451,American Entertainment Partners II L.P.,9797
2537,Kennedy Miller Productions,31980
8831,Mad Max Films,4558
11962,Crossroads,43388
2537,Kennedy Miller Productions,30801
2537,Kennedy Miller Productions,11402
8411,Metro-Goldwyn-Mayer (MGM),31372
11670,Producers Sales Organization (PSO),31374
22297,Jonesfilm,31378
22298,Galactic Films,34528
22299,Triple Ajaxxx,34530
33,Universal Pictures,21135
10308,Dino De Laurentiis Company,17102
8411,Metro-Goldwyn-Mayer (MGM),11047
12145,Shaft Productions Ltd.,9929
4,Paramount Pictures,29778
258,Scott Rudin Productions,29748
41,Orion Pictures,70327
3597,Dodi Fayed - Jack Wiener,9394
41,Orion Pictures,34479
3597,Dodi Fayed - Jack Wiener,40732
1444,Cannon Group,18250
13549,Golan-Globus Productions,33020
16414,The Cannon Group,12089
13549,Golan-Globus Productions,41471
16414,The Cannon Group,17810
5,Columbia Pictures,9474
12,New Line Cinema,25473
8411,Metro-Goldwyn-Mayer (MGM),24402
12145,Shaft Productions Ltd.,16246
8411,Metro-Goldwyn-Mayer (MGM),28994
12145,Shaft Productions Ltd.,19174
1607,Gold/Miller Productions,9385
1608,Wayans Bros. Entertainment,28209
7405,Dimension Films,10711
10958,Brad Grey Pictures,43430
306,Twentieth Century Fox Film Corporation,47313
431,Donners' Company,5725
9168,Bad Hat Harry Productions,38783
19551,Marvel Enterprises,10640
22969,Springwood Productions,5651
22970,Genetics Productions,16378
3034,TV Tokyo,1362
3627,Warner Bro. Japan,33701
4570,4Kids Entertainment,14087
5372,Oriental Light and Magic,1884
12288,Nintendo,27414
12306,GAME FREAKS,17663
12307,Creatures,8868
5,Columbia Pictures,29903
32838,Andor Films,14029
23,Imagine Entertainment,10372
33,Universal Pictures,67342
441,Columbia Pictures Corporation,9056
9269,Global Entertainment Productions GmbH & Company Medien KG,9318
33,Universal Pictures,10570
3046,Spacegate Productions,11471
3146,Starway International Inc.,22572
3146,Starway International Inc.,49964
3146,Starway International Inc.,30421
484,De Laurentiis Entertainment Group (DEG),18305
29393,Lion Films,14571
2775,American Eagle,20562
15314,Aeteas Filmproduktions,18311
12,New Line Cinema,1483
1565,Avery Pix,34376
11152,Radical Media,29904
26083,Katira Productions GmbH & Co. KG,83761
26084,Caro-McLeod,34683
622,Toho Film (Eiga) Co. Ltd.,47350
4,Paramount Pictures,25684
4,Paramount Pictures,18817
421,Amen Ra Films,16437
1403,Franchise Pictures,17811
6194,Warner Bros.,12088
10210,Morgan Creek Productions,30366
919,Beacon Communications,35610
2737,Davis-Panzer Productions,12664
7405,Dimension Films,32764
161,Claussen + Wöbke Filmproduktion GmbH,26877
333,Original Film,18998
11317,Phoenix Pictures,11067
53473,Canal+ Droits Audiovisuels,35977
8,Fine Line Features,26830
76,Zentropa Entertainments,12613
119,Danmarks Radio (DR),37563
157,SVT Drama,27318
201,Arte,16003
321,Memfis Film,8214
591,France 3 Cinéma,2061
2996,Angel films,74097
4524,TV 1000,36702
5358,Canal+,17629
5755,Constantin Film Produktion,9732
5975,Yleisradio (YLE),10213
6916,Arte France Cinéma,12095
7025,Westdeutscher Rundfunk (WDR),1283
7330,Blind Spot Pictures Oy,22140
8659,Vrijzinnig Protestantse Radio Omroep (VPRO),344
9349,Film4,15805
11239,Liberator Productions,11508
14937,Icelandic Film,2487
17513,Film i Väst,12485
30268,Pain Unlimited GmbH Filmproduktion,17074
53667,Trust Film Svenska,18491
53668,Cinematograph A/S,39927
53669,What Else? B.V,21348
53670,Filmek A/S,9011
53671,Lantia Cinema & Audiovisivi,2332
1950,New World Pictures,20882
15338,Cinemarque Entertainment BV,5458
15339,Film Futures,10482
15340,Rivdel Films,28031
1950,New World Pictures,15653
10170,Cinemarque Entertainment,844
15339,Film Futures,23985
20607,King Video Productions,2463
15342,Fifth Avenue Entertainment,16874
15343,Trans Atlantic Entertainment,71138
53458,Lakeshore International,39872
4820,Alta Vista Productions,16234
9266,American International Pictures (AIP),10706
4141,Associated Producers (API),17208
10330,Universal International Pictures (UI),10751
33,Universal Pictures,2899
77413,Santa Fe Productions (I),36243
4527,Concorde Pictures,10726
4893,New Concorde,13899
2106,Saban Entertainment,437
5822,Toei,11178
27,DreamWorks SKG,100973
33,Universal Pictures,21707
11391,Tribeca Productions,36222
41248,Nancy Tenenbaum Films,13984
36359,Billy Jack Enterprises,4689
1212,Empire Pictures,18248
1212,Empire Pictures,21041
17429,Taryn Productions Inc.,11430
3055,Paragon Films Ltd.,23986
6379,Golden Harvest Company Ltd.,4326
2188,Artisan Entertainment,32250
15160,Haxan Films,44203
5,Columbia Pictures,10891
60,United Artists,12540
7576,Eon Productions,60672
10761,Danjaq,14245
4,Paramount Pictures,3177
2348,Nickelodeon Movies,10855
24955,Paramount Animation,12140
2,Walt Disney Pictures,12496
10472,Cruella Productions,17457
58,Sony Pictures Classics,10361
2269,China Film Co-Production Corporation,41070
2798,Columbia Pictures Film Production Asia,11838
10565,Good Machine,670
12205,EDKO Film,12583
20289,Asia Union Film & Entertainment Ltd.,9694
20290,United China Vision,22537
20291,Zoom Hunt International Productions Company Ltd.,10304
12,New Line Cinema,9666
1885,Silver Pictures,9316
8933,Sweetpea Entertainment,11647
60,United Artists,10105
7576,Eon Productions,83
306,Twentieth Century Fox Film Corporation,14310
2,Walt Disney Pictures,10320
10217,Walt Disney Feature Animation,3396
79,Village Roadshow Pictures,62276
97,Castle Rock Entertainment,5889
172,NPV Entertainment,5460
4258,Fortis Films,8357
2811,Neo Art & Logic,24674
7405,Dimension Films,12597
65507,Wes Craven Films,693
5,Columbia Pictures,11804
2070,Rastar Pictures,18627
746,MTV Films,34326
53673,Cort/Madden Productions,23832
4,Paramount Pictures,11633
30,Eddie Murphy Productions,12127
10288,Don Simpson/Jerry Bruckheimer Films,11626
4,Paramount Pictures,42390
30,Eddie Murphy Productions,27549
2499,The Kushner-Locke Company,26581
7339,Hyperion Pictures,11637
9195,Touchstone Pictures,12142
10531,Silver Screen Partners II,8968
467,Renaissance Pictures,661
33,Universal Pictures,561
6194,Warner Bros.,10214
1648,Gladden Entertainment,3040
3226,Cloud Ten Pictures,44875
539,Block 2 Pictures,12721
540,Jet Tone Production,27042
33,Universal Pictures,2926
1645,Scott Free Productions,258
8411,Metro-Goldwyn-Mayer (MGM),8016
10308,Dino De Laurentiis Company,37601
3475,Walt Disney Television Animation,4551
4254,Disney Toon Studio,3115
306,Twentieth Century Fox Film Corporation,6593
9266,American International Pictures (AIP),38148
484,De Laurentiis Entertainment Group (DEG),438
67627,Red Dragon Productions S.A.,37988
306,Twentieth Century Fox Film Corporation,10040
10201,Interscope Communications,38155
79025,Zacharias-Buhai Productions,19545
306,Twentieth Century Fox Film Corporation,187
5263,Amercent Films,47406
5264,American Entertainment Partners L.P.,9674
10201,Interscope Communications,16250
1950,New World Pictures,10065
85889,C.H.U.D. Productions,13409
7405,Dimension Films,11679
10807,Troublemaker Studios,24444
53009,Miramax,46594
4,Paramount Pictures,9463
902,AZL Productions KG,1895
903,David Brown Productions,28423
904,MFP Munich Film Partners,953
905,Phase 1 Productions,12700
906,Revelations Entertainment,9779
9,Gaumont,18289
915,Hollywood Pictures,272
5330,Bruin Grip Services,15767
3034,TV Tokyo,11451
3035,4 Kids Entertainment,11683
12288,Nintendo,42488
12653,Pikachu Project,20914
66289,Oriental Light and Magic (OLM),39464
89163,Kids' WB,4889
89164,Pikachu Project 2001,9738
89165,Shoakuken,1826
14,Miramax Films,1696
33,Universal Pictures,40254
5870,Studio Canal,6519
10163,Working Title Films,11453
11358,Little Bird,11328
5,Columbia Pictures,22965
2608,Happy Madison Productions,9564
11600,Bungalow Productions,9335
11601,Silver Lion Films,17386
11602,Vision View Entertainment,10753
33,Universal Pictures,11636
11462,Alphaville Films,7553
20242,Imhotep Productions,8923
27,DreamWorks SKG,647
520,Pacific Data Images (PDI),11968
521,DreamWorks Animation,533
5,Columbia Pictures,32237
12,New Line Cinema,9763
97,Castle Rock Entertainment,15493
142,Silver Films,38828
17871,Nepi Film,1656
17872,Sofitedip,215
219,The Mirisch Corporation,10915
20931,Alpha Productions,8274
2101,C.B. Films S.A.,26845
11579,The Mirisch Production Company,18994
2,Walt Disney Pictures,1951
10217,Walt Disney Feature Animation,259
4,Paramount Pictures,25
657,Toho-Towa,23220
762,Mutual Film Company,9885
840,Lawrence Gordon Productions,9392
3324,British Broadcasting Corporation (BBC),674
4650,Marubeni,7010
19105,Eidos Interactive,3124
306,Twentieth Century Fox Film Corporation,411
1301,Joseph M. Singer Entertainment,14695
1302,Davis Entertainment,43118
33,Universal Pictures,21040
333,Original Film,36775
26281,Ardustry Entertainment,9641
26282,Mediastream Film GmbH & Co. Productions KG,9568
7961,Gaumont International,6935
79,Village Roadshow Pictures,20641
172,NPV Entertainment,4550
1757,Mad Chance,10045
3169,Zide-Perry Productions,168705
6194,Warner Bros.,1690
6363,BenderSpink,10982
1607,Gold/Miller Productions,834
1608,Wayans Bros. Entertainment,39345
7405,Dimension Films,21519
10958,Brad Grey Pictures,39788
4519,alta vista productions,24580
9266,American International Pictures (AIP),11246
1082,Lux Vide,52728
7997,Eurasia Investments,7295
2521,Golden Harvest Company,7509
6194,Warner Bros.,36768
32508,Entcorp Communications,11183
9266,American International Pictures (AIP),11565
5,Columbia Pictures,11283
3741,C & C Brown Production,16452
3741,C & C Brown Production,9286
3570,Seda Spettacoli,12096
5,Columbia Pictures,33061
4164,Square USA,9975
20033,Chris Lee Productions,10053
2527,Marc Platt Productions,9682
8411,Metro-Goldwyn-Mayer (MGM),18747
6194,Warner Bros.,14609
4,Paramount Pictures,950
4357,The Guber-Peters Company,15590
6194,Warner Bros.,18009
12,New Line Cinema,19286
1531,Smart Egg Pictures,19287
1532,Sho Films,18011
12,New Line Cinema,1379
1532,Sho Films,9792
12,New Line Cinema,11573
66755,OH Films,46828
171,Malpaso Productions,10292
6194,Warner Bros.,3093
1950,New World Pictures,4257
5253,NBC Productions,588
9195,Touchstone Pictures,8982
78049,Allied Entertainments Group PLC,956
1,Lucasfilm,31506
33,Universal Pictures,42512
56,Amblin Entertainment,34019
6422,Sullivan Bluth Studios,591
20448,U-Drive Productions,36668
69627,Universal City Studios,920
68860,Greenfox,58
469,Hemdale Film Corporation,2295
4763,Fox Films Ltd.,10007
4764,Cinema 84,8997
2,Walt Disney Pictures,10947
2847,Burrowes Film Group,27320
2848,Hoyts Film Partnership,9615
306,Twentieth Century Fox Film Corporation,9513
4293,Cambridge Productions,10770
496,David Foster Productions,1452
559,TriStar Pictures,36576
427,PSO International,33005
496,David Foster Productions,32740
559,TriStar Pictures,54111
12360,Vestron Pictures,1593
90143,Contemporary Films,1948
90145,Palla,9762
90146,HB Filmrullen,15049
1444,Cannon Group,58311
1445,Golan-Globus,18672
1444,Cannon Group,32761
1445,Golan-Globus,5721
1444,Cannon Group,12094
1799,Breton Film Productions,15997
44962,The Movie Group,7484
91380,Picture Securities,10781
41,Orion Pictures,1975
8821,Management Company Entertainment Group (MCEG),8975
12360,Vestron Pictures,10070
1444,Cannon Group,3683
1445,Golan-Globus,5890
4233,Lightning Pictures,214
12360,Vestron Pictures,43071
1087,Aurora Productions,14620
44730,Embassy Pictures,13767
33,Universal Pictures,36557
1073,Gordon Company,9836
4255,Kings Road Entertainment,15152
559,TriStar Pictures,14457
8821,Management Company Entertainment Group (MCEG),10032
4,Paramount Pictures,22440
932,Mirage Enterprises,17604
13,Universal Studios,15077
56,Amblin Entertainment,1246
46328,Lightyear Entertainment,12795
60,United Artists,14277
206,Star Partners II Ltd.,33583
1885,Silver Pictures,1251
15980,Incorporated Television Company (ITC),5393
16856,Part II Productions,1931
16857,Millimeter Films,9992
15980,Incorporated Television Company (ITC),8275
1950,New World Pictures,11578
870,Tapestry Films,11972
4063,Trimark Pictures,36878
559,TriStar Pictures,36877
2509,Artimm,13365
37061,Basket Case Productions,51863
2,Walt Disney Pictures,50754
26423,BrownHouse Productions,7516
65559,Bottom of the Ninth Productions,9966
12,New Line Cinema,1248
60,United Artists,14761
64,Les Productions Artistes Associés,9965
16058,Da Ma Produzione,13127
64,Les Productions Artistes Associés,9958
16058,Da Ma Produzione,1250
6194,Warner Bros.,13185
15298,Malpaso Company,26655
33,Universal Pictures,11841
2200,Liveplanet,83980
3169,Zide-Perry Productions,11945
60,United Artists,5691
70,American Zoetrope,10845
995,Cinerenta Medienbeteiligungs KG,15582
21784,Cinerenta-Cinebeta,11330
21785,VCL Communications,10942
9195,Touchstone Pictures,7006
559,TriStar Pictures,8965
27085,Sheen Productions,14624
37015,Ben-Ami/Leeds Productions,1271
559,TriStar Pictures,9793
5044,Infinity Omnimedia,20527
5045,TBN Films,10172
60,United Artists,10294
5538,Sandy Howard Productions,1987
4,Paramount Pictures,1268
79,Village Roadshow Pictures,14636
172,NPV Entertainment,559
258,Scott Rudin Productions,20553
2932,Red Hour Productions,14240
2933,Tenth Planet Productions,2269
10692,VH1 Television,11798
12178,Red Hour Films,1562
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG,810
508,Regency Enterprises,285
1171,Epsilon Motion Pictures,14208
7161,LivePlanet,14207
10104,New Regency Pictures,24200
11461,Bad Robot,298
9,Gaumont,39465
7961,Gaumont International,12561
28766,Production Marcel Dassault,36679
33,Universal Pictures,1691
6194,Warner Bros.,22049
15298,Malpaso Company,9408
185,Pandora Cinema,1979
306,Twentieth Century Fox Film Corporation,1991
2214,Flower Films,11211
3334,Adam Fields Productions,9815
2,Walt Disney Pictures,12695
3,Pixar Animation Studios,1571
441,Columbia Pictures Corporation,2698
2124,Melvin Simon Productions,1858
436,1492 Pictures,675
6194,Warner Bros.,13491
7364,Heyday Films,2503
441,Columbia Pictures Corporation,34588
13945,Rastar Productions,2701
4950,Antares Produzione Cinematografica,17350
8411,Metro-Goldwyn-Mayer (MGM),5174
4,Paramount Pictures,14144
1802,Lowndes Productions Limited,2082
494,AVCO Embassy Pictures,1845
40161,Interstar,45211
4630,Amicus Productions,2335
9266,American International Pictures (AIP),1992
14389,Burroughs Productions Inc.,14348
6194,Warner Bros.,7737
9266,American International Pictures (AIP),4517
6194,Warner Bros.,4520
306,Twentieth Century Fox Film Corporation,4513
1302,Davis Entertainment,17202
79,Village Roadshow Pictures,663
129,Section Eight,48301
172,NPV Entertainment,7347
2596,Jerry Weintraub Productions,18442
6194,Warner Bros.,5817
24939,WV Films II,13363
41,Orion Pictures,16768
365,Nelson Entertainment,1620
11,WingNut Films,6477
12,New Line Cinema,7249
5237,The Saul Zaentz Company,13186
5067,Steve Krantz Productions,13348
14238,Cinemation Industries,20567
89283,Black Ink Films,15495
94147,Aurica Finance Company,6637
94148,Fritz Productions,440
19,Film Roman,6076
9266,American International Pictures (AIP),69315
81017,Cine Camera,8329
2521,Golden Harvest Company,2312
4,Paramount Pictures,11908
13,Universal Studios,6933
484,De Laurentiis Entertainment Group (DEG),7555
4,Paramount Pictures,9030
306,Twentieth Century Fox Film Corporation,11253
1595,Island World,13054
2,Walt Disney Pictures,8328
3475,Walt Disney Television Animation,13025
3476,Walt Disney Animation Australia,13016
5391,DisneyToon Studios,10797
12402,Walt Disney Animation Canada,28260
43,Fox Searchlight Pictures,155
2773,Broken Lizard Industries,18070
43714,"Columbia Pictures Corporation, Rastar Pictures",8456
2380,Palomar Pictures,19333
79,Village Roadshow Pictures,36223
172,NPV Entertainment,10488
6194,Warner Bros.,1266
67988,WV Films LLC,13335
67989,Material,9017
4,Paramount Pictures,38661
4,Paramount Pictures,40044
9255,Toei Company,40214
51208,Michael Ritchie Productions,40045
4,Paramount Pictures,8617
10593,Wrather Productions,1726
10593,Wrather Productions,8681
3466,Movic,13001
4288,Madhouse,8277
306,Twentieth Century Fox Film Corporation,2454
47154,Kroyer Films,217
81129,Youngheart Productions,4564
81130,FAI Films,9502
2187,Variety Film Production,3687
6194,Warner Bros.,8909
6194,Warner Bros.,23676
306,Twentieth Century Fox Film Corporation,10748
9383,Blue Sky Studios,12889
11749,Twentieth Century Fox Animation,13205
248,Impact Pictures,8359
342,Davis-Films,13675
939,New Legacy,11631
5755,Constantin Film Produktion,9010
4,Paramount Pictures,88751
4,Paramount Pictures,15840
4,Paramount Pictures,15830
4,Paramount Pictures,16007
223,Les Films du Losange,11802
29655,Investimage,12914
30232,Compagnie Eric Rohmer (CER),14154
33,Universal Pictures,8836
33,Universal Pictures,10898
33,Universal Pictures,13541
1763,Europa Film,11910
1968,Viking Films,1735
3455,Rifilm,12289
12,New Line Cinema,10188
421,Amen Ra Films,13649
5611,Milk & Honey,10483
11321,Imaginary Forces,13515
11322,Justin Pictures,13564
11323,Linovo Productions GmbH & Co. KG,15206
11324,Pacific Title and Art Studio,43177
19551,Marvel Enterprises,16456
870,Tapestry Films,12683
2188,Artisan Entertainment,3097
33,Universal Pictures,11874
3268,Home Box Office (HBO),71206
4171,Playtone,32620
12026,Gold Circle Films,25741
22210,Ontario Film Development Corporation,13812
95018,MPH Entertainment Productions,13489
153,Minerva Film SpA,41474
193,Excelsa Films,41477
989,Four Square Productions,16068
36577,Transatlantic Entertainment,15289
78926,Tomatos II,11887
1950,New World Pictures,13253
2165,Balcor Film Investors,10527
9195,Touchstone Pictures,36073
10201,Interscope Communications,10764
9195,Touchstone Pictures,14943
10201,Interscope Communications,13655
33,Universal Pictures,11917
7385,Kalima Productions GmbH & Co. KG,12525
7588,World Wrestling Entertainment (WWE),14405
11462,Alphaville Films,17099
12,New Line Cinema,36571
17611,Sean S. Cunningham Films,36572
21783,Crystal Lake Entertainment,32862
10235,Vision P.D.G.,8966
5,Columbia Pictures,13387
19551,Marvel Enterprises,15026
2,Walt Disney Pictures,14447
10282,Silver Screen Partners IV,28148
12608,Hybrid Productions Inc.,8881
2,Walt Disney Pictures,8880
1,Lucasfilm,11127
171,Malpaso Productions,3054
6194,Warner Bros.,9050
4,Paramount Pictures,86082
2767,Mace Neufeld Productions,79090
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG,112912
21410,S.O.A.F. Productions,36573
54502,Mel's Cite du Cinema,159849
33,Universal Pictures,34812
7383,"Kennedy/Marshall Company, The",16268
7384,Hypnotic,13180
7385,Kalima Productions GmbH & Co. KG,14306
11345,Stillking Films,31047
507,Atlas Entertainment,25528
748,Mosaic Media Group,13690
6194,Warner Bros.,14756
6434,MGM Home Entertainment,35945
2,Walt Disney Pictures,86084
10217,Walt Disney Feature Animation,26235
559,TriStar Pictures,13635
306,Twentieth Century Fox Film Corporation,14435
1894,Josephson Entertainment,12437
4396,NBA Entertainment,162865
11015,Heller Highwater Productions,18543
11016,Like Mike Productions,21029
5,Columbia Pictures,15227
56,Amblin Entertainment,14560
441,Columbia Pictures Corporation,1977
