id,name_genres,id_genres
220620,'Drama','18'
220653,'Animation','16'
220656,'Animation','16'
22066,'Horror' 'Thriller',"'27,53'"
220669,'Drama','18'
22067,'Crime' 'Drama' 'Romance',"'80,18,10749'"
220674,'TV Movie' 'Comedy' 'War' 'Drama',"'10770,35,10752,18'"
220690,'Drama','18'
2207,'Action' 'Adventure' 'Crime' 'Thriller',"'28,12,80,53'"
220714,'Comedy' 'Drama' 'Romance',"'35,18,10749'"
22072,'Horror' 'Thriller',"'27,53'"
220724,'Fantasy' 'Action' 'Comedy',"'14,28,35'"
22073,'Crime' 'Drama',"'80,18'"
220731,'Drama' 'History',"'18,36'"
22074,'Documentary','99'
220746,'Comedy' 'Romance',"'35,10749'"
22075,'Drama' 'Comedy',"'18,35'"
22076,'Science Fiction','878'
220782,'Documentary','99'
220809,'Drama','18'
220820,'Drama' 'Action' 'Thriller' 'Crime',"'18,28,53,80'"
22084,'TV Movie' 'Action' 'Adventure' 'Comedy' 'Family',"'10770,28,12,35,10751'"
22085,'Drama' 'Comedy',"'18,35'"
220890,'Documentary' 'History',"'99,36'"
22090,'Thriller','53'
220903,'Documentary','99'
220916,'Documentary','99'
22093,'Drama' 'Romance' 'Foreign',"'18,10749,10769'"
220933,'Crime' 'Drama' 'Thriller' 'History',"'80,18,53,36'"
22094,'Drama','18'
220949,'Mystery' 'Documentary',"'9648,99'"
220976,'Drama','18'
22099,'Music','10402'
221,'Drama','18'
2210,'Music' 'Comedy' 'Drama' 'Romance' 'Science Fiction',"'10402,35,18,10749,878'"
22100,'Comedy' 'Romance',"'35,10749'"
22102,'Adventure' 'Comedy' 'Family',"'12,35,10751'"
22105,'Drama' 'Horror' 'Thriller',"'18,27,53'"
2211,'Drama' 'History' 'Romance',"'18,36,10749'"
221112,'Romance','10749'
22112,'Crime' 'Drama',"'80,18'"
221135,'',''
22114,'Drama' 'War',"'18,10752'"
221144,'',''
221148,'Drama' 'Family' 'Western',"'18,10751,37'"
221161,'Thriller' 'Horror' 'Drama',"'53,27,18'"
221171,'Animation','16'
2212,'Action' 'Drama' 'Horror' 'Mystery' 'Thriller',"'28,18,27,9648,53'"
22121,'Action' 'Crime' 'Drama',"'28,80,18'"
221234,'',''
22124,'Action' 'Foreign',"'28,10769'"
221240,'',''
221241,'Adventure' 'Family',"'12,10751'"
22130,'Horror','27'
221317,'',''
221343,'Thriller' 'Drama',"'53,18'"
221346,'Comedy','35'
22135,'Thriller','53'
22136,'Fantasy' 'Drama' 'Science Fiction' 'Foreign',"'14,18,878,10769'"
22137,'Horror' 'Mystery',"'27,9648'"
221395,'Comedy','35'
22140,'Horror' 'Mystery',"'27,9648'"
221410,'Documentary','99'
221418,'Documentary','99'
221437,'Horror' 'Drama',"'27,18'"
221444,'Horror','27'
221488,'Comedy','35'
221510,'Family','10751'
22152,'Comedy' 'Drama',"'35,18'"
221527,'',''
22154,'Action' 'Animation' 'Fantasy',"'28,16,14'"
22156,'Crime' 'Action',"'80,28'"
22160,'Action' 'Adventure' 'Crime' 'Drama' 'Mystery' 'Romance' 'Thriller',"'28,12,80,18,9648,10749,53'"
22162,'Family' 'Adventure',"'10751,12'"
22164,'Drama' 'Action' 'Thriller',"'18,28,53'"
22165,'Crime' 'Drama',"'80,18'"
221656,'Comedy' 'Drama',"'35,18'"
22166,'Action' 'Thriller',"'28,53'"
221667,'Drama','18'
22167,'Drama','18'
22171,'Crime' 'Drama' 'Horror' 'Thriller',"'80,18,27,53'"
221717,'Drama','18'
22172,'Comedy' 'Horror',"'35,27'"
221731,'Action' 'Adventure' 'Drama',"'28,12,18'"
221732,'Action' 'Adventure' 'Drama',"'28,12,18'"
221737,'Horror' 'Fantasy' 'Science Fiction',"'27,14,878'"
22175,'Mystery' 'Horror' 'Thriller',"'9648,27,53'"
22176,'Drama','18'
22177,'Drama' 'Foreign' 'Horror',"'18,10769,27'"
22178,'Drama' 'History' 'Thriller' 'War',"'18,36,53,10752'"
221791,'Mystery','9648'
221800,'Documentary','99'
221801,'',''
22182,'Comedy','35'
221861,'Documentary','99'
22189,'Drama' 'Romance',"'18,10749'"
221902,'Drama','18'
221917,'Drama' 'Romance',"'18,10749'"
22192,'Crime' 'Comedy',"'80,35'"
22194,'Horror','27'
221981,'Thriller' 'Drama',"'53,18'"
222,'Documentary' 'History',"'99,36'"
22200,'Action' 'Comedy' 'Drama' 'Romance',"'28,35,18,10749'"
22201,'Western','37'
222030,'',''
22211,'Fantasy' 'Action' 'Adventure',"'14,28,12'"
22213,'Drama' 'Action' 'Adventure' 'Crime' 'Thriller',"'18,28,12,80,53'"
22215,'Drama' 'Comedy' 'Romance',"'18,35,10749'"
222216,'Drama' 'Action' 'Crime',"'18,28,80'"
222220,'Drama','18'
222297,'Documentary','99'
22230,'Comedy' 'Romance' 'Science Fiction',"'35,10749,878'"
22233,'Comedy' 'Romance',"'35,10749'"
222339,'Fantasy','14'
222370,'',''
22238,'Drama','18'
222383,'',''
222388,'Drama','18'
22240,'Action' 'Comedy',"'28,35'"
22241,'Drama' 'Foreign',"'18,10769'"
222413,'Comedy','35'
22242,'Crime' 'Comedy' 'Drama' 'Thriller',"'80,35,18,53'"
22244,'Comedy' 'Drama' 'Horror',"'35,18,27'"
222454,'',''
222461,'Horror' 'Mystery' 'Thriller',"'27,9648,53'"
222487,'Drama','18'
222517,'Comedy','35'
22256,'Drama','18'
22257,'Crime' 'Comedy',"'80,35'"
222581,'Drama' 'Crime',"'18,80'"
22259,'Action' 'Adventure' 'Animation' 'Family' 'Science Fiction',"'28,12,16,10751,878'"
222600,'Drama' 'Crime' 'Thriller' 'Adventure',"'18,80,53,12'"
222619,'Action' 'Fantasy' 'Science Fiction',"'28,14,878'"
22264,'Drama','18'
222649,'Drama','18'
22267,'Drama' 'War' 'Romance' 'Western',"'18,10752,10749,37'"
222671,'Animation' 'Comedy' 'Adventure',"'16,35,12'"
222715,'Animation' 'Drama' 'Science Fiction',"'16,18,878'"
222724,'Documentary','99'
222731,'Comedy','35'
22274,'Romance' 'Drama',"'10749,18'"
222759,'',''
222772,'Comedy' 'Romance' 'Drama',"'35,10749,18'"
22279,'Romance' 'Drama' 'Comedy',"'10749,18,35'"
222832,'Horror','27'
222848,'Science Fiction','878'
22285,'Documentary','99'
222858,'Thriller' 'Comedy' 'Horror',"'53,35,27'"
222870,'Drama' 'Science Fiction',"'18,878'"
222872,'Thriller' 'Science Fiction',"'53,878'"
22288,'Drama' 'Music' 'Romance',"'18,10402,10749'"
222885,'Documentary','99'
22289,'Documentary','99'
222890,'Science Fiction' 'TV Movie',"'878,10770'"
222899,'Comedy' 'Romance',"'35,10749'"
222911,'Horror' 'Thriller',"'27,53'"
22292,'Fantasy' 'Romance' 'Mystery',"'14,10749,9648'"
22293,'Horror','27'
222932,'Horror','27'
222935,'Romance' 'Drama',"'10749,18'"
222936,'Drama' 'Comedy' 'Romance',"'18,35,10749'"
222939,'Documentary','99'
222951,'Drama','18'
223,'Drama' 'Mystery',"'18,9648'"
22301,'Action' 'Drama' 'History',"'28,18,36'"
22302,'Crime' 'Drama',"'80,18'"
223046,'Animation' 'Family' 'Fantasy' 'Music',"'16,10751,14,10402'"
22305,'Music','10402'
22307,'Horror' 'Thriller',"'27,53'"
22309,'Comedy' 'Music' 'Romance',"'35,10402,10749'"
22311,'Action' 'Comedy' 'War',"'28,35,10752'"
22314,'Drama' 'Action' 'Thriller' 'Crime',"'18,28,53,80'"
22315,'Thriller' 'Drama',"'53,18'"
22316,'Thriller','53'
22317,'Action' 'Comedy' 'Western',"'28,35,37'"
22318,'Drama' 'Romance',"'18,10749'"
22319,'Documentary','99'
223195,'Documentary','99'
2232,'Drama' 'Romance',"'18,10749'"
223202,'Comedy','35'
22323,'Action' 'Crime' 'Drama' 'Thriller',"'28,80,18,53'"
223243,'Fantasy' 'Animation',"'14,16'"
223249,'Documentary','99'
22326,'Drama' 'Comedy',"'18,35'"
22327,'Drama' 'Comedy' 'Romance',"'18,35,10749'"
22328,'Comedy' 'Family' 'Western',"'35,10751,37'"
223318,'',''
22334,'Mystery' 'Drama',"'9648,18'"
223346,'',''
22335,'Comedy' 'Horror',"'35,27'"
223365,'Drama' 'Family',"'18,10751'"
223389,'',''
223391,'Drama','18'
22342,'Drama' 'Action' 'Thriller' 'Crime' 'Mystery',"'18,28,53,80,9648'"
22345,'Science Fiction' 'Comedy' 'Family',"'878,35,10751'"
223485,'Romance' 'Thriller' 'Western',"'10749,53,37'"
223497,'Comedy' 'Romance',"'35,10749'"
223519,'Documentary','99'
223551,'Foreign' 'Drama' 'Comedy',"'10769,18,35'"
22356,'Romance' 'Western',"'10749,37'"
223566,'Comedy' 'Drama' 'Family',"'35,18,10751'"
223574,'Documentary','99'
22358,'Drama','18'
22359,'Adventure' 'Action' 'Western' 'Foreign',"'12,28,37,10769'"
223613,'',''
223632,'Documentary' 'Mystery' 'History' 'Crime',"'99,9648,36,80'"
22365,'Western','37'
223655,'',''
223680,'Comedy' 'Drama',"'35,18'"
223702,'Adventure' 'Animation' 'Comedy' 'Fantasy',"'12,16,35,14'"
223706,'Animation' 'Adventure' 'Family',"'16,12,10751'"
22371,'TV Movie' 'Comedy' 'Science Fiction' 'Family' 'Adventure',"'10770,35,878,10751,12'"
22373,'Drama','18'
22376,'Adventure' 'Family',"'12,10751'"
22377,'War' 'Drama',"'10752,18'"
22379,'Science Fiction' 'Adventure',"'878,12'"
223816,'Romance' 'Drama' 'War',"'10749,18,10752'"
22383,'Action' 'Adventure' 'Western',"'28,12,37'"
22386,'Comedy' 'Romance',"'35,10749'"
22387,'Drama' 'Romance',"'18,10749'"
223895,'Drama','18'
2239,'Drama' 'Comedy' 'Thriller',"'18,35,53'"
22390,'Comedy' 'Western',"'35,37'"
223922,'Comedy' 'Music',"'35,10402'"
223932,'Comedy','35'
223946,'Comedy','35'
223954,'Comedy','35'
22396,'Action' 'Western' 'Foreign',"'28,37,10769'"
223971,'Documentary','99'
22398,'Crime' 'Drama' 'Thriller',"'80,18,53'"
224,'Drama' 'History',"'18,36'"
22404,'Drama' 'Thriller' 'War',"'18,53,10752'"
224040,'Western','37'
224061,'Action' 'Comedy' 'Drama',"'28,35,18'"
224063,'Thriller' 'Action' 'Crime' 'Mystery',"'53,28,80,9648'"
224076,'Action' 'Drama',"'28,18'"
224079,'Action' 'Crime' 'Thriller',"'28,80,53'"
22408,'Action' 'Western',"'28,37'"
224084,'Action' 'Crime' 'Thriller',"'28,80,53'"
224087,'Action' 'Drama',"'28,18'"
224089,'Action' 'Crime' 'Thriller',"'28,80,53'"
224098,'Action' 'Crime',"'28,80'"
2241,'Comedy','35'
224100,'Documentary' 'History',"'99,36'"
224113,'Comedy' 'Horror',"'35,27'"
22414,'Comedy' 'Drama',"'35,18'"
224141,'Fantasy' 'Comedy' 'Music',"'14,35,10402'"
224162,'Drama','18'
22419,'Comedy' 'Drama' 'Romance',"'35,18,10749'"
224204,'',''
22423,'Drama' 'Thriller',"'18,53'"
224233,'Comedy','35'
224243,'Horror' 'Mystery',"'27,9648'"
224251,'Drama','18'
224282,'Drama','18'
22429,'Comedy','35'
224293,'Documentary' 'Drama',"'99,18'"
224297,'Documentary','99'
224303,'Drama' 'TV Movie',"'18,10770'"
224339,'Crime' 'Drama' 'Mystery' 'Thriller',"'80,18,9648,53'"
22434,'Adventure' 'Action' 'Comedy',"'12,28,35'"
22435,'Comedy','35'
22440,'Drama' 'Fantasy' 'Horror',"'18,14,27'"
224404,'Drama','18'
224414,'Documentary','99'
22447,'Drama','18'
22448,'Action' 'Crime' 'Drama' 'Romance',"'28,80,18,10749'"
22449,'Drama','18'
22450,'Horror' 'Action' 'Thriller',"'27,28,53'"
22451,'Science Fiction' 'Horror',"'878,27'"
22452,'History' 'Documentary' 'War' 'Foreign',"'36,99,10752,10769'"
22454,'Comedy' 'Drama' 'Foreign',"'35,18,10769'"
22455,'Comedy' 'Horror' 'Science Fiction',"'35,27,878'"
2246,'Drama' 'Crime',"'18,80'"
22460,'Action' 'Crime' 'Drama',"'28,80,18'"
224600,'Thriller','53'
224642,'Drama' 'Mystery' 'Thriller',"'18,9648,53'"
224659,'Documentary','99'
22466,'Animation' 'Comedy' 'Family',"'16,35,10751'"
22471,'Comedy','35'
224714,'',''
22473,'Drama' 'Fantasy' 'Thriller',"'18,14,53'"
224746,'Drama','18'
22476,'Action' 'Comedy' 'Horror' 'Science Fiction',"'28,35,27,878'"
22477,'Drama','18'
224778,'Action' 'Adventure' 'Horror',"'28,12,27'"
22478,'Drama','18'
22479,'Thriller' 'Drama' 'Music' 'Crime',"'53,18,10402,80'"
224813,'Drama','18'
224815,'Thriller' 'Horror' 'Science Fiction',"'53,27,878'"
22484,'Action' 'Comedy' 'Foreign',"'28,35,10769'"
22485,'Documentary' 'Music',"'99,10402'"
22488,'TV Movie' 'Action' 'Drama' 'Family',"'10770,28,18,10751'"
224885,'Drama','18'
22489,'Action','28'
224894,'Documentary','99'
22490,'Comedy' 'Drama',"'35,18'"
224903,'Thriller','53'
224908,'Horror','27'
224919,'Drama' 'Thriller' 'Mystery',"'18,53,9648'"
22492,'Documentary' 'Music',"'99,10402'"
224923,'Drama' 'Mystery' 'Thriller',"'18,9648,53'"
224937,'Comedy' 'Romance',"'35,10749'"
22494,'Drama' 'Comedy' 'Science Fiction' 'Romance',"'18,35,878,10749'"
224944,'Horror' 'Mystery' 'Thriller',"'27,9648,53'"
224946,'Comedy' 'Drama' 'Fantasy',"'35,18,14'"
22495,'Comedy' 'Science Fiction' 'Drama' 'Fantasy',"'35,878,18,14'"
224950,'Thriller','53'
224951,'Action' 'Horror',"'28,27'"
224972,'Documentary','99'
22498,'Documentary' 'Music',"'99,10402'"
224992,'Documentary','99'
225,'Drama' 'History',"'18,36'"
22500,'Animation' 'Science Fiction' 'Fantasy' 'Adventure',"'16,878,14,12'"
22501,'Animation' 'Drama' 'Family' 'Science Fiction' 'Mystery',"'16,18,10751,878,9648'"
22502,'Animation' 'Adventure',"'16,12'"
225038,'',''
22504,'Animation' 'Family' 'Fantasy',"'16,10751,14'"
225044,'Drama' 'Music',"'18,10402'"
2251,'Thriller' 'Drama',"'53,18'"
22515,'Action' 'Adventure' 'Comedy' 'Science Fiction' 'Thriller',"'28,12,35,878,53'"
225184,'Drama','18'
22519,'Romance' 'Drama',"'10749,18'"
2252,'Thriller' 'Crime' 'Mystery',"'53,80,9648'"
22520,'Action' 'Animation' 'Horror',"'28,16,27'"
22521,'Documentary' 'Foreign',"'99,10769'"
22522,'Drama' 'Romance' 'History',"'18,10749,36'"
225235,'Drama','18'
225244,'Comedy','35'
22527,'Crime' 'Drama' 'Mystery',"'80,18,9648'"
225283,'Comedy','35'
225285,'Thriller','53'
2253,'Drama' 'Thriller' 'History' 'War',"'18,53,36,10752'"
22536,'Drama' 'Horror' 'Thriller',"'18,27,53'"
22537,'Action' 'Animation' 'Adventure' 'Fantasy',"'28,16,12,14'"
22538,'Action' 'Adventure' 'Comedy',"'28,12,35'"
225403,'',''
225408,'Drama' 'Music' 'Romance',"'18,10402,10749'"
22543,'Crime' 'Drama' 'Thriller',"'80,18,53'"
22549,'Drama','18'
225499,'Comedy' 'Drama',"'35,18'"
2255,'Comedy' 'Drama' 'Romance',"'35,18,10749'"
225503,'Adventure' 'Action',"'12,28'"
22551,'Horror' 'Thriller',"'27,53'"
225525,'Crime' 'Drama' 'Mystery',"'80,18,9648'"
22553,'Comedy' 'Music',"'35,10402'"
225534,'Drama','18'
22554,'Comedy','35'
22555,'TV Movie' 'Drama' 'Thriller' 'Crime' 'Mystery',"'10770,18,53,80,9648'"
22556,'Drama' 'Romance',"'18,10749'"
225564,'Comedy','35'
225565,'Comedy' 'Romance',"'35,10749'"
225574,'Action' 'Thriller' 'Mystery',"'28,53,9648'"
225577,'Mystery','9648'
22559,'Action' 'Documentary' 'Science Fiction',"'28,99,878'"
22561,'Fantasy' 'Animation' 'Drama' 'Comedy' 'Science Fiction',"'14,16,18,35,878'"
225614,'',''
225703,'Comedy','35'
225719,'Comedy','35'
22572,'Action' 'Comedy' 'Horror' 'Science Fiction',"'28,35,27,878'"
225728,'History' 'Drama' 'War',"'36,18,10752'"
22573,'Comedy' 'Horror',"'35,27'"
225745,'Science Fiction' 'Animation' 'Drama',"'878,16,18'"
225747,'Action' 'Thriller',"'28,53'"
22575,'Comedy' 'Western',"'35,37'"
225760,'Drama' 'Romance',"'18,10749'"
225762,'Comedy','35'
225776,'Music','10402'
22578,'Crime' 'Drama' 'Mystery' 'Thriller',"'80,18,9648,53'"
22579,'Drama' 'Comedy' 'Romance',"'18,35,10749'"
225816,'Mystery','9648'
22582,'Animation' 'Family',"'16,10751'"
225834,'Drama','18'
22584,'War' 'Action' 'Adventure' 'Drama' 'Romance' 'Thriller',"'10752,28,12,18,10749,53'"
22585,'Comedy','35'
225850,'TV Movie' 'Thriller',"'10770,53'"
22586,'Animation','16'
22588,'Comedy' 'Crime' 'Drama' 'Music' 'Mystery' 'Romance',"'35,80,18,10402,9648,10749'"
225886,'Comedy','35'
225898,'Horror' 'Action' 'Thriller',"'27,28,53'"
2259,'Romance' 'Drama',"'10749,18'"
22590,'Action' 'Adventure' 'Drama' 'Family',"'28,12,18,10751'"
22592,'Comedy','35'
225940,'',''
22595,'Comedy','35'
225951,'Drama','18'
225958,'Western','37'
22596,'Comedy' 'Romance',"'35,10749'"
22597,'Comedy' 'Drama' 'Romance',"'35,18,10749'"
225975,'Crime' 'Drama' 'Thriller',"'80,18,53'"
225982,'',''
22599,'Action' 'Comedy' 'Foreign',"'28,35,10769'"
226,'Crime' 'Drama',"'80,18'"
2260,'Documentary','99'
22600,'Drama' 'Action' 'Crime' 'Foreign',"'18,28,80,10769'"
226001,'Family' 'Fantasy',"'10751,14'"
22602,'Action' 'Western',"'28,37'"
226050,'Mystery','9648'
22606,'Action' 'Adventure' 'Drama' 'Western',"'28,12,18,37'"
226072,'Drama','18'
22609,'Drama' 'Comedy' 'Romance' 'Foreign',"'18,35,10749,10769'"
226092,'Action' 'Romance' 'Science Fiction' 'Thriller',"'28,10749,878,53'"
2261,'Music' 'Documentary',"'10402,99'"
22611,'Adventure' 'Animation' 'Family' 'Fantasy',"'12,16,10751,14'"
22612,'Action' 'Adventure' 'Drama' 'Romance' 'Western',"'28,12,18,10749,37'"
22613,'Action' 'Adventure' 'Western',"'28,12,37'"
22614,'Action' 'Adventure' 'Drama',"'28,12,18'"
226140,'Horror','27'
22615,'Action' 'Crime',"'28,80'"
22616,'',''
226163,'',''
226167,'Romance','10749'
22617,'Drama' 'Action' 'Thriller',"'18,28,53'"
22618,'Drama' 'Comedy',"'18,35'"
226188,'Mystery' 'Drama' 'Thriller',"'9648,18,53'"
2262,'Crime' 'Drama',"'80,18'"
22620,'Mystery' 'Animation' 'Comedy' 'Fantasy',"'9648,16,35,14'"
22621,'Drama' 'Romance',"'18,10749'"
226227,'Documentary','99'
226229,'Action' 'Thriller',"'28,53'"
22623,'Comedy','35'
226236,'Drama','18'
226247,'Documentary','99'
22625,'Drama' 'Family' 'Romance',"'18,10751,10749'"
226268,'Action' 'Comedy',"'28,35'"
226269,'Horror','27'
22627,'Drama' 'Music' 'Romance',"'18,10402,10749'"
226288,'',''
2263,'Crime' 'Drama' 'Romance' 'Thriller',"'80,18,10749,53'"
226354,'Drama' 'Family',"'18,10751'"
226363,'Comedy','35'
22638,'Drama' 'Action' 'History',"'18,28,36'"
2264,'Romance' 'Drama',"'10749,18'"
22640,'Comedy' 'Drama',"'35,18'"
22642,'Comedy' 'Horror',"'35,27'"
22643,'Animation' 'Family',"'16,10751'"
226437,'Drama','18'
226448,'Drama' 'Romance' 'Science Fiction',"'18,10749,878'"
226458,'Thriller' 'Horror',"'53,27'"
226486,'Comedy','35'
22649,'Drama' 'Romance' 'War' 'Drama' 'Romance' 'War',"'18,10749,10752,18,10749,10752'"
22650,'Romance' 'Crime' 'Drama',"'10749,80,18'"
226524,'',''
22657,'Drama' 'Action' 'Mystery' 'Romance',"'18,28,9648,10749'"
226594,'Drama','18'
2266,'Drama' 'Romance',"'18,10749'"
22660,'Adventure' 'Drama' 'Western',"'12,18,37'"
226630,'Horror' 'Thriller',"'27,53'"
226632,'Comedy','35'
226672,'Action' 'Adventure',"'28,12'"
226673,'Animation','16'
226675,'Mystery' 'Crime',"'9648,80'"
226679,'Mystery','9648'
226686,'',''
226693,'Drama','18'
2267,'Adventure' 'Family',"'12,10751'"
226701,'TV Movie' 'Drama' 'Thriller',"'10770,18,53'"
226702,'Drama' 'Crime',"'18,80'"
22672,'TV Movie' 'Action' 'Thriller',"'10770,28,53'"
226792,'Drama' 'Thriller',"'18,53'"
2268,'Adventure' 'Fantasy',"'12,14'"
22681,'Horror' 'Thriller',"'27,53'"
22682,'Comedy' 'Music',"'35,10402'"
22683,'Drama','18'
226857,'Drama' 'Romance',"'18,10749'"
22688,'Comedy' 'Fantasy' 'Romance',"'35,14,10749'"
22689,'Action' 'Mystery' 'Thriller',"'28,9648,53'"
2269,'Fantasy' 'Horror',"'14,27'"
22692,'Drama','18'
226936,'Comedy','35'
22694,'Drama','18'
226948,'Horror' 'Science Fiction',"'27,878'"
226968,'Romance','10749'
227,'Crime' 'Drama',"'80,18'"
2270,'Adventure' 'Fantasy' 'Romance' 'Family',"'12,14,10749,10751'"
22701,'Action' 'Foreign' 'Science Fiction',"'28,10769,878'"
22705,'Comedy' 'Drama' 'Romance',"'35,18,10749'"
22707,'Documentary','99'
227077,'Romance' 'Drama',"'10749,18'"
227094,'Horror' 'Thriller' 'Drama',"'27,53,18'"
22711,'Drama' 'Romance',"'18,10749'"
227143,'',''
227156,'Drama' 'Science Fiction',"'18,878'"
227159,'Comedy','35'
22717,'Action' 'Comedy' 'Crime' 'Thriller',"'28,35,80,53'"
22718,'Horror' 'Science Fiction',"'27,878'"
227196,'',''
227200,'Animation' 'Family',"'16,10751'"
227245,'Drama' 'Romance',"'18,10749'"
227257,'Family' 'Animation' 'Fantasy',"'10751,16,14'"
22726,'Science Fiction' 'Thriller',"'878,53'"
227261,'Drama' 'Romance',"'18,10749'"
227262,'Comedy','35'
227266,'Science Fiction' 'Drama',"'878,18'"
22727,'Horror' 'Science Fiction',"'27,878'"
22728,'Comedy','35'
227300,'Action' 'Comedy' 'Thriller',"'28,35,53'"
227306,'Drama' 'War',"'18,10752'"
22731,'Action' 'Horror' 'Thriller',"'28,27,53'"
227325,'Drama','18'
22733,'Action' 'Adventure' 'Comedy' 'Crime' 'Drama' 'Romance',"'28,12,35,80,18,10749'"
227334,'Documentary','99'
22734,'Adventure','12'
227348,'Horror' 'Thriller',"'27,53'"
227350,'Documentary','99'
227359,'Action' 'Crime',"'28,80'"
227370,'Comedy' 'Drama' 'Family',"'35,18,10751'"
227383,'Drama' 'Romance',"'18,10749'"
2274,'Adventure' 'Drama' 'Fantasy' 'Family' 'Thriller',"'12,18,14,10751,53'"
227402,'Comedy' 'Romance' 'Drama',"'35,10749,18'"
22741,'Horror' 'War',"'27,10752'"
227425,'Animation' 'Adventure' 'Comedy',"'16,12,35'"
22744,'Drama' 'Romance',"'18,10749'"
22745,'Horror' 'Crime' 'Mystery' 'Thriller',"'27,80,9648,53'"
227462,'Animation','16'
22747,'Comedy','35'
227481,'TV Movie' 'History' 'Drama',"'10770,36,18'"
22749,'Drama' 'Horror' 'Adventure',"'18,27,12'"
2275,'Crime' 'Drama' 'Mystery' 'Thriller',"'80,18,9648,53'"
22750,'Music' 'Drama' 'Fantasy',"'10402,18,14'"
227506,'',''
22752,'Fantasy' 'Animation' 'Family' 'Comedy',"'14,16,10751,35'"
227552,'Romance','10749'
22758,'Horror','27'
227600,'',''
227627,'Comedy','35'
22765,'Action' 'Adventure' 'Western',"'28,12,37'"
227667,'Crime' 'Drama',"'80,18'"
227668,'Crime' 'Mystery',"'80,9648'"
227679,'Action' 'Adventure' 'Animation' 'Family',"'28,12,16,10751'"
227690,'Comedy','35'
2277,'Comedy' 'Science Fiction',"'35,878'"
227700,'Thriller' 'Drama',"'53,18'"
227707,'Fantasy' 'Adventure' 'Family',"'14,12,10751'"
227717,'Romance' 'Comedy',"'10749,35'"
227719,'Science Fiction' 'Thriller',"'878,53'"
227735,'Family' 'Drama',"'10751,18'"
22774,'Documentary','99'
22777,'Comedy' 'Family',"'35,10751'"
227783,'Animation' 'Comedy' 'Family' 'Adventure',"'16,35,10751,12'"
22779,'Animation','16'
227800,'Documentary','99'
227832,'',''
22784,'Crime' 'Drama' 'Romance' 'Thriller',"'80,18,10749,53'"
227859,'Fantasy','14'
22787,'Action' 'Crime' 'Mystery' 'Thriller',"'28,80,9648,53'"
227871,'Action' 'Horror',"'28,27'"
227877,'Thriller' 'Horror',"'53,27'"
22792,'Comedy','35'
227932,'Comedy','35'
22794,'Animation' 'Comedy' 'Family',"'16,35,10751'"
22795,'Drama','18'
22796,'Comedy' 'Drama' 'Family',"'35,18,10751'"
227964,'Comedy','35'
22797,'Comedy' 'Drama',"'35,18'"
227970,'Comedy','35'
227973,'Animation','16'
227975,'Drama','18'
22798,'Drama','18'
227998,'Family' 'Drama' 'War',"'10751,18,10752'"
228,'Drama','18'
2280,'Fantasy' 'Drama' 'Comedy' 'Romance' 'Family',"'14,18,35,10749,10751'"
22800,'Comedy' 'Documentary',"'35,99'"
228012,'Horror' 'Crime' 'Thriller',"'27,80,53'"
228028,'Comedy','35'
22803,'Drama' 'Crime' 'Thriller',"'18,80,53'"
228034,'Drama','18'
228039,'Comedy','35'
22804,'Horror' 'Mystery',"'27,9648'"
22805,'Comedy' 'Drama',"'35,18'"
228066,'Drama' 'Science Fiction' 'Thriller',"'18,878,53'"
228074,'Drama' 'Romance',"'18,10749'"
228101,'Action' 'Drama' 'Thriller',"'28,18,53'"
228108,'Comedy' 'Drama',"'35,18'"
228109,'Comedy' 'Drama' 'Family',"'35,18,10751'"
22812,'Drama' 'Crime' 'Mystery',"'18,80,9648'"
228150,'War' 'Drama' 'Action',"'10752,18,28'"
228161,'Fantasy' 'Comedy' 'Animation' 'Science Fiction' 'Family',"'14,35,16,878,10751'"
228165,'Animation' 'Adventure' 'Comedy' 'Family',"'16,12,35,10751'"
22817,'Action' 'Animation' 'Comedy' 'Science Fiction',"'28,16,35,878'"
228184,'Comedy','35'
22819,'Drama','18'
228194,'Drama','18'
228198,'Drama' 'Comedy',"'18,35'"
2282,'Drama' 'Romance',"'18,10749'"
22820,'Action' 'Comedy' 'Thriller',"'28,35,53'"
228202,'Comedy','35'
228203,'Drama','18'
228204,'',''
228205,'Drama' 'Romance',"'18,10749'"
22821,'Action' 'Thriller' 'Crime',"'28,53,80'"
228216,'',''
228221,'',''
22824,'Mystery' 'Science Fiction' 'Thriller',"'9648,878,53'"
228245,'Thriller','53'
22825,'Thriller' 'Science Fiction',"'53,878'"
228257,'Crime' 'Drama' 'Mystery' 'TV Movie',"'80,18,9648,10770'"
22826,'Comedy','35'
22828,'Drama' 'Crime',"'18,80'"
22829,'Comedy' 'Romance',"'35,10749'"
228290,'Comedy','35'
228294,'Comedy','35'
22832,'Action' 'Crime' 'Thriller',"'28,80,53'"
228326,'Romance' 'Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy',"'10749,16,12,35,10751,14'"
228331,'Drama','18'
228339,'Drama' 'Romance',"'18,10749'"
228355,'Action' 'Comedy' 'Drama',"'28,35,18'"
228358,'Mystery' 'Horror' 'Thriller',"'9648,27,53'"
228381,'Drama','18'
228384,'Comedy','35'
2284,'Comedy','35'
228407,'Drama','18'
22842,'Drama','18'
228426,'Comedy' 'Fantasy',"'35,14'"
22843,'Animation' 'Science Fiction' 'Action' 'Drama',"'16,878,28,18'"
228432,'Drama' 'Thriller',"'18,53'"
228442,'',''
